id_iklan,created_at,judul,deskripsi,merek,model,tahun,transmisi,jarak_tempuh,harga,tipe_penjual_badge,lokasi,durasi_tayang_hari,kategori_penjualan,usia_mobil,km_per_tahun,tipe_penjual,ada_garansi,deskripsi_bersih,judul_bersih
948341328,2026-09-23T10:45:24+07:00,KM7RB Jeep JL Wrangler Rubicon 2Doors 2.0 NIK 2023 Firecracker Red On,"Bonus!!
-Free Towing selama 1tahun
-Lulus otospector
-Garansi Otospector
-Autofame siap (General Check Up) ke bengkel resmi untuk membuktikan mobil kita berkualitas
Term and Condition
.
KM 7.000 PERAK All New Jeep JL Wrangler Rubicon 2Doors 2.0 NIK 2023 Firecracker Red On Black

-Plat Ganjil,
-Firecracker Red On Black,
-NIK 2023,
-Pajak Panjang Sampai Bulan 10 2026,
-KM 7.000 PERAK,
-All New Jeep Rubicon 2.0CC Twin Scroll Turbocharger,
-Axle Lock & Sway Bar,
-DRL Fender Flare,
-LED Headlight,
-LED Stoplamp,
-BFgoodrich Tyre,
-Start/Stop Engine,
-MID Speedometer Full Color 7Inch,
-Headunit 8,4Inch,
-Alpine Premium Sound,
-Original Leather Seat with Red Stitching,
-Tinggal Pakai.
.
For Cash : Rp 1.795 M
For Credit : Rp 1.695 M
.
3 Tahun
TDP : Rp. 489.362.242 Juta
Angsuran : Rp. 48.203.536 Juta X 35
.
4 Tahun
TDP : Rp. 494.650.815 Juta
Angsuran : Rp 38.485.081 Juta X 47
.

Harga Bisa Nego Langsung Di Tempat
.
AUTOFAME MENERIMA
•Menerima Jual Beli dan Tukar Tambah
•Pembayaran bisa dengan (Cash / Kredit)
•Autofame siap (General Check Up) ke bengkel resmi untuk membuktikan mobil kita berkualitas
.
Search google : Autofame
Search waze : Autofame
.
Buka Setiap Hari: 09:00 - 18.00
(Sabtu / Minggu / Tanggal Merah tetap buka yaaa!!)
-QUALITY IS OUR PRIORITY-
.
AUTOFame Cibubur
Kota Wisata Somerset N 8 no. 5
Jalan Transyogie Km.6 Cibubur
.
AUTOFame Mangga dua square)
Bursa otomotif Mangga dua square (BOM's) Lot L18-23
Jalan Gunung Sahari No. 1 Jakarta utara",Jeep,Rubicon,2023,manual,7500,1695000000,Individu,Jakarta D.K.I.,1,Cepat,3,2500,Dealer,Ya,bonus free towing selama 1tahun lulus otospector garansi otospector autofame siap general check up ke bengkel resmi untuk membuktikan mobil kita berkualitas term and condition kilometer 7000 perak all new jeep jl wrangler rubicon 2doors 20 nik 2023 firecracker red hidup black plat nomor ganjil firecracker red hidup black nik 2023 pajak panjang sampai bulan 10 2026 kilometer 7000 perak all new jeep rubicon 20cc twin scroll turbocharger axle lock sway bar drl fender flare led headlight led stoplamp bfgoodrich tyre startstop engine mid speedometer full color 7inch headunit 84inch alpine premium sound original leather seat with red stitching tinggal pakai for tunai rp 1795 m for credit rp 1695 m 3 tahun total uang muka rp 489362242 juta angsuran rp 48203536 juta x 35 4 tahun total uang muka rp 494650815 juta angsuran rp 38485kontak juta x 47 harga bisa negosiasi langsung di tempat autofame menerima •menerima jual beli dan tukar tambah •pembayaran bisa dengan tunai kredit •autofame siap general check up ke bengkel resmi untuk membuktikan mobil kita berkualitas search google autofame search waze autofame buka setiap hari 0900 1800 sabtu minggu tanggal merah tetap buka yaaa quality is our priority autofame cibubur kota wisata somerset n 8 no 5 jalan transyogie km6 cibubur autofame mangga dua square bursa otomotif mangga dua square boms lot l1823 jalan gunung sahari no 1 jakarta utara,km7rb jeep jl wrangler rubicon 2doors 20 nik 2023 firecracker red hidup
948341268,2026-09-23T10:43:25+07:00,LEXUS LX600 VIP 2022! LEXUS LX600! LEXUS LX600 2022! LEXUS LX600! LEXU,"Lexus LX600 VIP (2+2) 2022

Odo 40.000 KM

Black on black

Multifunction Steering Wheels, Navigation, Sunroof, electric seat, 3TV, Power back door Hidrolic, plat B dki, Warranty Lexus sd 2027 
Stnk 1 thn 

Harga credit 2.450
hrg cash 2.625",Lexus,Lainnya,2022,manual,37500,2450000000,Individu,Jakarta D.K.I.,1,Cepat,4,9375,Individu,Ya,lexus lx600 vip 22 2022 odometer 40000 kilometer black hidup black multifunction steering wheels navigation sunroof electric seat 3tv power back door hidrolic plat nomor b dki garansi lexus sd 2027 stnk 1 thn harga credit 2450 hrg tunai 2625,lexus lx600 vip 2022 lexus lx600 lexus lx600 2022 lexus lx600 lexu
948341250,2026-09-23T10:42:54+07:00,TERMURAH CASH. Toyota ALPHARD TSS 2024 Facelift g atpm 2023 hev hybrid,"TERMURAH. NEW MODEL. ALPHARD TSS 2024

Pemakai (Bukan Showroom)
Nik 2023, Pmk 2024
Odo 50rb km
Pajak Aktif
Well Maintained

Price : 1.025M Cash *GOOD DEAL
Lokasi : Tangerang",Toyota,Alphard,2023,manual,47500,1025000000,Individu,Jakarta D.K.I.,1,Cepat,3,15833,Dealer,Tidak,termurah new model alphard tss 2024 pemakai bukan showroom nik 2023 pmk 2024 odometer 50rb kilometer pajak aktif well maintained price 1025m tunai good deal lokasi tangerang,termurah tunai toyota alphard tss 2024 facelift g atpm 2023 hev hybrid
947672525,2026-09-23T10:42:20+07:00,Rare Hybrid MSport! BMW X3 xDrive30e 2020 GLC200 X5 530i RX300,"BMW X3 xDrive30e PHEV G01 MSport 
Tahun 2020
White on Black Vernasca Leather with Blue Stiching

*Full Service Record BMW Indonesia
*Garansi Bebas Banjir + Tabrakan Besar

Paket Credit
OTR 688jt
TDP 91jt
Cicilan 16,4jt an x59
Cicilan 19,7jt an x47

2.0L 4-cylinder TwinPower Turbo Engine
BMW eDrive Power Train Plug-In Hybrid
8-Speed Sport Automatic Transmission
BMW xDrive All-Wheel Drive System
Comfort Access Keyless Entry Sytem
Electric Power Tailgate
Low ODO 17.xxx
Tax on March 
M Sport Package 
M Aerodynamics Pakcage 
M Sport Brakes callipers in Blue 
M Adaptive Suspension
M Interior trim finishers Aluminium Rhombicle
M Headliner Anthracite
M Leather Steering with Gearshift Paddles 
M Double-spoke bicolor Style 699M Wheels 20”
Panorama Glass Roof
Harman Kardon Surround Sound System
Head-Up Display
Lumbar support
Sport Seats for Driver and Front Passenger
Roller Sunblind for Rear Side Windows 
BMW Live Cockpit Professional features iDrive 7 
12.3” High-Resolution Instrument Cluster Display
10.25” Digital Touch Screen Control Display 
Apple CarPlay & Android Auto
Voice Control with “Hey, BMW” 
Gesture Control
Adaptive LED Headlights
LED Fog Lamps
Automatic High Beams 
Ambient Light with 11 Pre-defined selectable Light Design 
Wireless Charger 
3-Zone Automatic Air Conditioning with Digital Display
BMW Driving Assistance Package 
Active Blind Spot Detection
Active Cruise Control
Active Lane Keeping Assistant with Side Collision Avoidance
Active Blind Spot Detection
Lane departure Warning
Active Park Distance Control
Parking Assistant Plus incl. Surround View System
BMW Battery Portable Charger 
Spare Key
Manual Book
Form A “CBU”
Document lengkap

Dijamin bukan bekas banjir/kecelakaan
cash/credit welcome, pasti dibantu",Bmw,530I,2020,manual,7500,688000000,Individu,Jakarta D.K.I.,1,Cepat,6,1250,Dealer,Ya,bmw x3 xdrive30e phev g01 msport tahun 2020 white hidup black vernasca leather with blue stiching full service record bmw indonesia garansi bebas banjir tabrakan besar paket credit harga jalan 688jt total uang muka 91jt angsuran 164jt an x59 angsuran 197jt an x47 20l 4cylinder twinpower turbo engine bmw edrive power train plugin hybrid 8speed sport automatic transmission bmw xdrive allwheel drive system comfort access keyless entry sytem electric power tailgate rendah odometer 17xxx tax hidup march m sport package m aerodynamics pakcage m sport brakes callipers in blue m adaptive suspension m interior trim finishers aluminium rhombicle m headliner anthracite m leather steering with gearshift paddles m doublespoke bicolor style 699m wheels 20” panorama glass roof harman kardon surround sound system headup display lumbar support sport seats for driver and front passenger roller sunblind for rear side windows bmw live cockpit professional features idrive 7 123” highresolution instrument cluster display 1025” digital touch screen control display apple carplay android auto voice control with “hey bmw” gesture control adaptive led headlights led fog lamps automatic high beams ambient light with 11 predefined selectable light design wireless charger 3zone automatic air conditioning with digital display bmw driving assistance package active blind spot detection active cruise control active lane keeping assistant with side collision avoidance active blind spot detection lane departure warning active park distance control parking assistant plus incl surround view system bmw battery portable charger spare key manual book form a “cbu” document lengkap dijamin bukan bekas banjirkecelakaan cashcredit welcome pasti dibantu,rare hybrid msport bmw x3 xdrive30e 2020 glc200 x5 530i rx300
943736715,2026-09-23T10:41:49+07:00,KM 36rb jual cpt BU Audi A4 2014 Bensin,"Jual cepat BU..
A.n sendiri..
audi A4 thn 2014 nik 2013.
KM 36rb. Service record bengkel resmi audi.
Black edition cuma ada 5 unit di indonesia.. 

ini velg audi asli R19 hitam 
( harga velg d cek d google 98jtan),
list2 hitam semua asli, 
spion silver bahan leburan asli bawaan,
grill hitam asli, dll. 
Barunya dulu 965jtan. 
Kalau yg tipe biasa barunya cuma 800jtn

buka harga nego.. 

Mobil ada d rmh.. Jarang bgt dpake.. Kondisi sgt2 istimewa 

Yg sdh sy ganti baru :
. Shockbreaker 4 bh baru
. Engine mounting semua baru
. Semua kaki2 baru depan blkng
. Accu baru
. Ban 4 bh baru. 
. Oli matic baru
. Oli mesin baru. 
. Waterpump baru. 
. Kanvas rem depan blkng baru. 
. Wiper baru
. Reservoar tank baru
. Dual cluth sdh peremajaan habis 45jtn
. Dll bnyk yg saya gantiiin baru krn faktor usia. 
Total peremajaan dr tahun 2023 s.d 2026 sdh habis 230jtan

Garansi tdk pernah tabrakan, tdk pernah banjir.  Dan jika ada kerusakan saat dibeli, akan sy perbaiki langsung..
Boleh cek d bengkel resmi..
Bs sy beli lagi kalau thn depan mau djual lg.. dg harga yg tdk jauh saat sy jual skrng ini..",Audi,Lainnya,2014,manual,27500,225000000,Individu,Jakarta D.K.I.,1,Cepat,12,2292,Individu,Ya,jual cepat butuh uang an sendiri audi a4 thn 2014 nik 2013 kilometer 36rb service record bengkel resmi audi black edition cuma ada 5 unit di indonesia ini velg audi asli r19 hitam harga velg d cek d google 98jtan list2 hitam semua asli spion silver bahan leburan asli bawaan grill hitam asli dll barunya dulu 965jtan kalau yang tipe biasa barunya cuma 800jtn buka harga negosiasi mobil ada d rmh jarang banget dpake kondisi sgt2 istimewa yang sudah saya ganti baru shockbreaker 4 bh baru engine mounting semua baru semua suspensi baru depan blkng accu baru ban 4 bh baru oli otomatis baru oli mesin baru waterpump baru kanvas rem depan blkng baru wiper baru reservoar tank baru dual cluth sudah peremajaan habis 45jtn dll bnyk yang saya gantiiin baru karena faktor usia total peremajaan dr tahun 2023 sd 2026 sudah habis 230jtan garansi tidak pernah tabrakan tidak pernah banjir dan jika ada kerusakan saat dibeli akan saya perbaiki langsung boleh cek d bengkel resmi bisa saya beli lagi kalau thn depan mau jual lg dengan harga yang tidak jauh saat saya jual skrng ini,kilometer 36rb jual cpt butuh uang audi a4 2014 bensin
947804285,2026-08-29T13:55:26+07:00,Honda CRV CR-V 1.5 Turbo Prestige Panoramic Putih 2020 Record Garansi,"[ F GANJIL RSN ]

Honda CRV CR-V CR V 1.5 Turbo Prestige Panoramic AT Putih NIK 2020, PAJAK BULAN 12 (2026), ODOMETER 55RB KM RECORD AUTHORIZED

OTR KREDIT 319JT
OTR CASH 365JT 

Spesifikasi :
* Panoramic Sunroof
* Engine 1.496 cc VTEC Turbo Automatic
* Keyless Start Stop Engine
* Electric And Retract Mirror
* Tilt & Telescopic Steering
* Audio Steering Switch, Paddle Shift
* AC Digital SIngle Zone With Blower
* MID Digital Cluster
* Headunit LCD Touchscreen Multimedia With Phone Connection
* Electric Leather Seat With Lumbar
* LED Projector Headlamp With DRL, Foglamp
* SRS Airbags, ABS, BA, EBD, VSC COMPLETE SAFETY CAR
* Rear Parking Camera, Parking Censor
* Electric Park Brake, Electric Brake Hold, Vehicle Stability Control
* Power Back Door
* Kaca Film Vkool

Menerima Jual, Beli dan Tukar Tambah
Proses Kredit Bisa Dibantu ( Rumah Sewa dll S&K )
KTP Daerah Bisa Proses
Dijamin Tidak Bekas Banjir dan Tabrakan (General Check-Up Bengkel Resmi)

Minat Hubungi
Dede Focus Motor ( Call / WA )",Honda,Crv,2020,otomatis,52500,319000000,Individu,Jakarta D.K.I.,24,Cepat,6,8750,Individu,Tidak,f ganjil rsn honda crv crv cr v 15 turbo prestige panoramic otomatis putih nik 2020 pajak bulan 12 2026 odometer 55rb kilometer record authorized harga jalan kredit 319jt harga jalan tunai 365jt spesifikasi panoramic sunroof engine 1496 kapasitas mesin vtec turbo automatic keyless start stop engine electric and retract mirror tilt telescopic steering audio steering switch paddle shift pendingin kabin digital single zone with blower mid digital cluster headunit lcd touchscreen multimedia with phone connection electric leather seat with lumbar led projector headlamp with drl foglamp srs airbags abs ba ebd vsc complete safety car rear parking camera parking censor electric park brake electric brake hold vehicle stability control power back door kaca film vkool menerima jual beli dan tukar tambah proses kredit bisa dibantu rumah sewa dll sk ktp daerah bisa proses dijamin tidak bekas banjir dan tabrakan general checkup bengkel resmi minat hubungi dede focus motor call wa,honda crv crv 15 turbo prestige panoramic putih 2020 record garansi
947862557,2026-09-01T12:46:54+07:00,Garansi 1 Th - Suzuki Ignis 1.2 GX Bensin MT 2022 Putih,"Garansi 1 Th - Suzuki Ignis 1.2 GX Bensin MT 2022 Putih
.
Harga Spesial Credit : Rp. 149,000,000
.
TERSEDIA 2 PILIHAN PAKET SESUAI KEBUTUHAN ANDA
Paket PROMO Kredit DP Ringan (Favorit)
TDP : Rp. 11,000,000
Angsuran 4 Tahun : Rp. 4,554,000
Angsuran 5 Tahun : Rp. 4,002,000
.
Paket PROMO Kredit Instan Approval (One Day Approval).
TDP : Rp. 82,000,000
Angsuran 4 Tahun : Rp. 2,211,000
Angsuran 5 Tahun : Rp. 2,010,000
.
Beli Mobil Terus Untung!!
Beli mobil dan dapatkan bonus saldo digital hingga Rp1.500.000!
*S&K berlaku
.
Keunggulan Unit :
1. Pajak Feb 2027
2. Odometer 19.xxx
3. Plat : Ganjil
4. Surat-surat Jaminan Asli dan Sesuai
5. Garansi 1 Tahun (S&K Berlaku)
KN : SD - FYQ
.
MELAYANI HOME TEST DRIVE
.
Pembayaran Booking Fee / Pelunasan hanya melalui no rekening 2061/888/995 - BCA - an SERASI MITRA MOBIL PT
.
Kunjungi kami di
OLXmobbi Harapan Indah
Sentra Bisnis Blok C-3, Jalan Harapan Indah Raya, Pejuang, Medan Satria, Kota Bekasi, Jawa Barat 17132

Inne Inshara - Sales Advisor
OLXmobbi
Ahlinya Mobil Bekas Berkualitas",Suzuki,Ignis,2022,manual,17500,149000000,Individu,Jakarta D.K.I.,21,Cepat,4,4375,Dealer,Ya,garansi 1 th suzuki ignis 12 gx bensin manual 2022 putih harga spesial credit rp 149000000 tersedia 2 pilihan paket sesuai kebutuhan anda paket promo kredit uang muka ringan favorit total uang muka rp 11000000 angsuran 4 tahun rp 4554000 angsuran 5 tahun rp 4002000 paket promo kredit instan approval one day approval total uang muka rp 82000000 angsuran 4 tahun rp 2211000 angsuran 5 tahun rp 2010000 beli mobil terus untung beli mobil dan dapatkan bonus saldo digital hingga rp1500000 sk berlaku keunggulan unit 1 pajak feb 2027 2 odometer 19xxx 3 plat nomor ganjil 4 suratsurat jaminan asli dan sesuai 5 garansi 1 tahun sk berlaku kn sd fyq melayani home test drive pembayaran booking fee pelunasan hanya melalui no rekening 2061888995 bca an serasi mitra mobil pt kunjungi kami di olxmobbi harapan indah sentra bisnis blok c3 jalan harapan indah raya pejuang medan satria kota bekasi jawa barat 17132 inne inshara sales advisor olxmobbi ahlinya mobil bekas berkualitas,garansi 1 th suzuki ignis 12 gx bensin manual 2022 putih
946442084,2026-09-22T16:30:03+07:00,{CASH} 2016 Land Cruiser 4.5 VXR Facelift Rawatan ATPM Resmi Dari Baru,2016 Land Cruiser 4.5 VX-R Facelift Rawatan Rutin ATPM Resmi Dari Baru. Plat B Ganjil Pajak Stnk Hidup Febuari 2027 . Kondisi Body Mulus Interior Orsinil Siap Dipakai Luar Kota Pulau . Harga Cash Nego Ditempat Setelah Cek Unit .,Toyota,Land Cruiser,2016,manual,117500,1550000000,Individu,Jakarta D.K.I.,1,Cepat,10,11750,Individu,Tidak,2016 land cruiser 45 vxr facelift rawatan rutin atpm resmi dari baru plat nomor b ganjil pajak stnk hidup febuari 2027 kondisi body mulus interior orsinil siap dipakai luar kota pulau harga tunai negosiasi ditempat setelah cek unit,tunai 2016 land cruiser 45 vxr facelift rawatan atpm resmi dari baru
948233029,2026-09-18T10:03:45+07:00,Toyota Calya 1.2 G Bensin-AT 2018 Abu,"Toyota Calya 1.2 G Bensin-AT 2018 Abu
.
Harga Spesial Credit : Rp. 90,000,000
Harga Cash : Ask Me For Information
.
TERSEDIA 2 PILIHAN PAKET SESUAI KEBUTUHAN ANDA

Paket PROMO Kredit DP Ringan (Favorit)
TDP : Rp. 7,000,000
Angsuran 4 Tahun : Rp. 2,739,000
Angsuran 5 Tahun : Rp. 2,407,000
.
Paket PROMO Kredit Instan Approval (One Day Approval)
TDP : Rp. 50,000,000
Angsuran 4 Tahun : Rp. 1,320,000
Angsuran 5 Tahun : Rp. 1,200,000
.
PROGRAM & PROMO SPESIAL

CASH TEMPO 0% BUNGA
Bayar bertahap tanpa bunga leasing, tenor 3–12 bulan.

DANA TUNAI BLIBLI
Kredit 0% DP atau Cash Dana Tunai mulai Rp5–25 juta.

SALDO DIGITAL HINGGA Rp1.500.000
Beli mobil dan dapatkan bonus saldo digital.

TRADE IN SUKA-SUKA
Terima mobil merek & tahun apa pun tanpa syarat.

*Syarat & Ketentuan Berlaku
.
KEUNGGULAN UNIT
1. Pajak : Dec 2020
2. Odometer : 71,777 km
3. Plat : Genap
4. Surat-surat : Jaminan Asli & Sesuai

KN : MRR - 2RI
.
MELAYANI HOME TEST DRIVE
.
Pembayaran Booking Fee / Pelunasan hanya melalui rekening:
2061/888/995 - BCA
a.n. SERASI MITRA MOBIL PT
.
Kunjungi kami di
OLXmobbi Harapan Indah
Sentra Bisnis Blok C-3, Jalan Harapan Indah Raya, Pejuang, Medan Satria, Kota Bekasi, Jawa Barat 17132
.
OLXmobbi
Ahlinya Mobil Bekas Berkualitas
.",Toyota,Calya,2018,otomatis,72500,90000000,Individu,Jakarta D.K.I.,5,Cepat,8,9062,Dealer,Tidak,toyota calya 12 g bensinat 2018 abu harga spesial credit rp 90000000 harga tunai ask me for information tersedia 2 pilihan paket sesuai kebutuhan anda paket promo kredit uang muka ringan favorit total uang muka rp 7000000 angsuran 4 tahun rp 2739000 angsuran 5 tahun rp 2407000 paket promo kredit instan approval one day approval total uang muka rp 50000000 angsuran 4 tahun rp 1320000 angsuran 5 tahun rp 1200000 program promo spesial tunai tempo 0 bunga bayar bertahap tanpa bunga leasing tenor 3–12 bulan dana tunai blibli kredit 0 uang muka atau tunai dana tunai mulai rp5–25 juta saldo digital hingga rp1500000 beli mobil dan dapatkan bonus saldo digital trade in sukasuka terima mobil merek tahun apa pun tanpa syarat syarat ketentuan berlaku keunggulan unit 1 pajak dec 2020 2 odometer 71777 kilometer 3 plat nomor genap 4 suratsurat jaminan asli sesuai kn mrr 2ri melayani home test drive pembayaran booking fee pelunasan hanya melalui rekening 2061888995 bca an serasi mitra mobil pt kunjungi kami di olxmobbi harapan indah sentra bisnis blok c3 jalan harapan indah raya pejuang medan satria kota bekasi jawa barat 17132 olxmobbi ahlinya mobil bekas berkualitas,toyota calya 12 g bensinat 2018 abu
948185810,2026-09-16T09:47:23+07:00,Dp 15 Jt Bergaransi HONDA HRV E AT 2021,"HONDA HRV E AT
No Pol 	    : B Ganjil
Tahun 	    : 2021 (NIK 2021)
Bahan Bakar : BENSIN
Transmisi   : AUTOMATIC
Warna 	    : SILVER
Odo Meter   : Km 54rb 
Pajak       : 6 - 2027, PERORANGAN

Harga Kredit : 209 JT
Open Cash    : 2XX JT (Nego)

Paket A
Tdp 15jt,ang 6.435 x 47
Tdp 15jt,ang 5.460 x 59

Paket B
Tdp 35jt,ang 5.648 x 47
Tdp 35jt,ang 4.835 x 59

Paket C 
Tdp 65,ang 4.681 x 47
Tdp 65,ang 3.988 x 59

Bonus (S&K Berlaku) :
- Kartu FLAZZ (Saldo s/d 2Jt) 
- Poles dan detailing
- Coating 1 Layer
- Layanan bantuan 24 jam di seluruh Indonesia

Catatan :
- 100% BEBAS TABRAK DAN BANJIR
- TDP bisa dirubah dan menyesuaikan permintaan
- Harga kredit adalah harga untuk TDP paling minim dan tenor paling panjang
- Lulus inspeksi OTOSPECTOR
- Boleh memawa inspektor sendiri atau general check ke dealer resmi


Tiktok : @nicomobilbekas
Instagram : @nicomobkas
Thread : @nicomobkas
Facebook : @nicomobkas",Honda,Hrv,2021,otomatis,52500,205000000,Individu,Jakarta D.K.I.,7,Cepat,5,10500,Dealer,Ya,honda hrv e otomatis no pol b ganjil tahun 2021 nik 2021 bahan bakar bensin transmisi automatic warna silver odometer meter kilometer 54rb pajak 6 2027 perorangan harga kredit 209 jt open tunai 2xx jt negosiasi paket a total uang muka 15jtang 6435 x 47 total uang muka 15jtang 5460 x 59 paket b total uang muka 35jtang 5648 x 47 total uang muka 35jtang 4835 x 59 paket c total uang muka 65ang 4681 x 47 total uang muka 65ang 3988 x 59 bonus sk berlaku kartu flazz saldo sd 2jt poles dan detailing coating 1 layer layanan bantuan 24 jam di seluruh indonesia catatan 100 bebas tabrak dan banjir total uang muka bisa dirubah dan menyesuaikan permintaan harga kredit adalah harga untuk total uang muka paling minim dan tenor paling panjang lulus inspeksi otospector boleh memawa inspektor sendiri atau general check ke dealer resmi tiktok nicomobilbekas instagram nicomobkas thread nicomobkas facebook nicomobkas,uang muka 15 jt bergaransi honda hrv e otomatis 2021
947731954,2026-08-26T12:15:54+07:00,DP RENDAH Nissan Serena 2.0 Highway Star Panoramic 2016 WVC,"TERMURAH & BERGARANSI ASTRA 1 THN Nissan Serena 2.0 Highway Star Panoramic Bensin-AT 2016 Hitam
.
Khusus Harga Kredit : Rp 168,000,000
Harga Cash : Hubungi Saya
.
TDP : Rp 12,000,000
Angsuran 4 tahun : Rp 5,040,000
Angsuran 5 tahun : Rp 4,536,000
.
Berikut Spesiffikasi
- Dokumen Lengkap a/n : 
- Odometer : 90,880 km
- Transmisi : AT
- Pajak : 01 Oct 2026
- Plat : GENAP
- Warna : Hitam
- KN : WVC
.
Mohon lakukan pembayaran booking fee / pelunasan melalui no rekening Bank BCA an PT. Serasi Mitra Mobil 
No. Rek: 2061/888/995
.
TDP promo hanya Berlaku jika:
- BI checking Bersih (tidak pernah ada keterlambatan pembayaran)
- Rumah Milik Pribadi
- Pemasukan/Gaji= 3x Angsuran.
* Bisa di bantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku)
.
Mengapa Anda harus membeli mobil di OLXmobbi?  
- ASTRA CERTIFIED
- Garansi 1 Tahun (Mesin, Transmisi, AC, Pengereman)
- Tidak Bekas Banji
- Tidak Bekas Tabrak / Kecelakaan
- Kilometer Asli, Tidak Putaran
- Test Drive dari Rumah,
- Dapatkan Asuransi Kendaraan untuk pembelian Cash juga*
- Ada 2.000+ pilihan mobil bekas Mobil Bekas Berkualitas, Mobil lulus inspeksi dan tersertifikasi,

.
Kunjungi Kami Di : 
OLXmobbi Cibubur, Jl. Alternatif Cibubur No.56, RT.001/RW.003, Jatikarya, Jatisampurna, Bekasi, West Java 17435
.
Aulia - Sales Executive
Ahlinya Mobil Bekas Berkualitas",Nissan,Serena,2016,otomatis,92500,168000000,Individu,Jakarta D.K.I.,28,Cepat,10,9250,Dealer,Ya,termurah bergaransi astra 1 thn nissan serena 20 highway star panoramic bensinat 2016 hitam khusus harga kredit rp 168000000 harga tunai hubungi saya total uang muka rp 12000000 angsuran 4 tahun rp 5040000 angsuran 5 tahun rp 4536000 berikut spesiffikasi dokumen lengkap an odometer 90880 kilometer transmisi otomatis pajak 01 oct 2026 plat nomor genap warna hitam kn wvc mohon lakukan pembayaran booking fee pelunasan melalui no rekening bank bca an pt serasi mitra mobil no rek 2061888995 total uang muka promo hanya berlaku jika bi checking bersih tidak pernah ada keterlambatan pembayaran rumah milik pribadi pemasukangaji 3x angsuran bisa di bantu rumah kontrak dan bi checking bermasalah dengan total uang muka 30 sk berlaku mengapa anda harus membeli mobil di olxmobbi astra certified garansi 1 tahun mesin transmisi pendingin kabin pengereman tidak bekas banji tidak bekas tabrak kecelakaan kilometer asli tidak putaran test drive dari rumah dapatkan asuransi kendaraan untuk pembelian tunai juga ada 2000 pilihan mobil bekas mobil bekas berkualitas mobil lulus inspeksi dan tersertifikasi kunjungi kami di olxmobbi cibubur jl alternatif cibubur no56 rt001rw003 jatikarya jatisampurna bekasi west java 17435 aulia sales executive ahlinya mobil bekas berkualitas,uang muka rendah nissan serena 20 highway star panoramic 2016 wvc
946026162,2026-09-14T16:20:52+07:00,DP10% [Km4.000] E200 Exclusive 2025 Black Reg 2024 #AUTOHIGH,"MERCEDES BENZ E200 EXCLUSIVE LINE 2025/2026 NEW MODEL PANORAMIC BLACK ON SADDLE TAN
Km.4.000 Antik!! , Stnk Bulan 01 Register 2026 ( NIK.2025 )
- Monitor Screen TV 
- ⁠4 Camera 360
- Speedometer Digital
- Mouse Control
- LED Day Lights
- Steer New Model
- ⁠Panoramic + Sunroof
- Electric Seat + Memory Seat
- Bagasi Power Back Doors
- Warranty ATPM Mercedes Benz 5 Stars ( 3 Thn Full Spareparts s/d Dec 2028 + 5 Thn Free Service s/d Dec 2030 )

OTR KREDIT : 1.195M 
OTR CASH : 1.295M 

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",Mercedes-Benz,E200,2024,manual,2500,1195000000,Individu,Jakarta D.K.I.,8,Cepat,2,1250,Dealer,Ya,mercedes benz e200 exclusive line 20252026 new model panoramic black hidup saddle tan km4000 sangat terawat stnk bulan 01 register 2026 nik2025 monitor screen tv ⁠4 camera 360 speedometer digital mouse control led day lights steer new model ⁠panoramic sunroof electric seat memory seat bagasi power back doors garansi atpm mercedes benz 5 stars 3 thn full spareparts sd dec 2028 5 thn free service sd dec 2030 harga jalan kredit 1195m harga jalan tunai 1295m harga negosiasi setelah datang lihat unit di showroom kami pembelian via tunai kredit data luar kota bisa bantu proses tersedia jg paket total uang muka ringan tenor hingga 6 tahun proses 1 hari kerja saja segera rekomendasikan keluarga teman kerabat bapak ibu semua untuk membeli mobil di autohigh dan dapatkan harga kualitas terbaik dengan cara share link iklan ini terima kasih auto high bintaro bursa mobil bintaro a1 a3 bintaro sektor 7 tangerang selatan exit tol pondok aren samping bank permata tower dan dealer bmw bestindo gunakan selalu fitur telepon whats app untuk keamanan berkomunikasi terima kasih buka setiap hari pukul 9 pagi sd 6 sore sabtu minggu hari libur tetap buka more info please call sms whats app pukul 8 pagi sd 11 malam setiap hari,dp10 km4000 e200 exclusive 2025 black reg 2024 autohigh
